-1.060000,-3.750000, 
2.320000,-3.020000, 
0.770000,-1.500000, 
-0.450000,7.400000, 
-3.510000,9.880000, 
-2.450000,10.150000, 
0.490000,8.400000, 
-1.430000,5.750000, 
0.420000,6.800000, 
-3.710000,2.660000, 
0.000000,3.160000, 
-3.570000,3.010000, 
-1.880000,1.430000, 
0.790000,2.460000, 
0.440000,2.680000, 
3.980000,-2.580000, 
2.780000,0.570000, 
2.480000,2.010000, 
6.230000,-3.100000, 
9.240000,-3.790000, 
12.600000,-5.630000, 
9.900000,-5.010000, 
7.570000,1.500000, 
7.600000,4.110000, 
-0.030000,6.170000, 
-1.740000,2.780000, 
3.160000,3.870000, 
1.350000,1.660000, 
-0.750000,0.960000, 
3.660000,-2.660000, 
-2.830000,-3.150000, 
-2.860000,-0.730000, 
1.230000,1.720000, 
0.420000,3.820000, 
-3.210000,5.550000, 
-9.170000,9.210000, 
-5.490000,5.830000, 
-6.690000,1.260000, 
-12.160000,-1.390000, 
-11.090000,0.050000, 
-10.550000,0.030000, 
-9.260000,1.840000, 
-10.540000,-0.720000, 
-11.090000,2.130000, 
-5.580000,0.120000, 
-6.990000,1.640000, 
-11.930000,-4.870000, 
-8.620000,-4.610000, 
-6.560000,-7.360000, 
-4.880000,-6.560000, 
-3.110000,-3.390000, 
-5.100000,-6.700000, 
-6.690000,-3.540000, 
-9.270000,-2.560000, 
-9.100000,-0.620000, 
-7.690000,-4.080000, 
-10.030000,-4.490000, 
-12.140000,-5.990000, 
-10.950000,-1.920000, 
-10.110000,2.040000, 
-8.280000,2.440000, 
-6.170000,1.730000, 
0.240000,5.370000, 
1.500000,3.450000, 
-1.810000,3.520000, 
-0.380000,7.400000, 
-5.490000,8.820000, 
-4.050000,6.280000, 
-5.120000,4.050000, 
-3.610000,3.060000, 
-5.160000,2.420000, 
-1.660000,7.390000, 
-3.870000,10.510000, 
-2.350000,7.420000, 
-5.880000,6.340000, 
-0.620000,8.610000, 
-3.390000,11.500000, 
-3.600000,9.250000, 
-4.280000,8.540000, 
-2.860000,3.520000, 
-4.570000,3.560000, 
-6.760000,2.190000, 
-6.040000,1.150000, 
-4.380000,0.020000, 
-3.330000,1.910000, 
-1.890000,1.580000, 
0.690000,-0.320000, 
0.050000,-0.700000, 
-0.530000,-5.050000, 
3.880000,-7.970000, 
4.000000,-6.850000, 
2.100000,-3.730000, 
0.290000,-6.530000, 
-0.070000,-3.730000, 
-3.260000,-2.260000, 
-2.570000,-6.190000, 
-4.850000,-11.780000, 
-2.640000,-14.860000, 
-3.000000,-6.100000, 
-3.970000,-7.980000, 
-5.830000,-5.870000, 
-8.620000,-5.700000, 
-7.210000,-6.160000, 
-7.210000,-3.960000, 
-4.640000,-0.990000, 
-0.400000,-0.810000, 
-1.480000,-3.900000, 
-0.950000,-2.990000, 
3.410000,-4.220000, 
1.460000,-0.330000, 
-0.610000,-1.060000, 
2.800000,-0.350000, 
0.870000,-0.230000, 
-0.260000,-2.590000, 
-1.860000,-4.480000, 
-5.610000,-3.060000, 
-5.450000,0.140000, 
-5.030000,-1.760000, 
-2.090000,-4.440000, 
-2.150000,-10.040000, 
-3.510000,-5.550000, 
0.120000,-4.070000, 
