0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,
0.278798 ,0.490000 ,0.860209 ,0.360241 ,0.359990 ,0.364140 ,0.490000 ,0.495006 ,0.479382 ,0.149490 ,0.496002 ,0.494881 ,0.860209 ,0.430111 ,0.149490 ,0.149490 ,0.861094 ,0.364140 ,0.310055 ,0.370999 ,0.495999 ,0.499906 ,0.000000 ,0.182093 ,0.364141 ,0.000000 ,0.364141 ,0.860222 ,0.359990 ,0.364140 ,0.000000 ,0.360234 ,0.364141 ,0.861094 ,0.360234 ,0.307187 ,0.310048 ,0.489736 ,0.495005 ,0.495006 ,0.149490 ,0.360234 ,0.360234 ,0.499906 ,0.000000 ,0.215056 ,0.364141 ,0.860209 ,0.364141 ,0.860224 ,
0.305578 ,0.496984 ,0.437397 ,0.426396 ,0.437397 ,0.305578 ,0.000007 ,0.426641 ,0.489141 ,0.499928 ,0.427373 ,0.211124 ,0.426396 ,0.496952 ,0.494999 ,0.364156 ,0.364141 ,0.000000 ,0.430592 ,0.364141 ,0.496968 ,0.434456 ,0.363893 ,0.359748 ,0.426396 ,0.344364 ,0.344364 ,0.364148 ,0.432179 ,168439509577132460234788553280238649344.000000 ,0.426396 ,0.496949 ,0.430592 ,170116783721716038772167295172587028480.000000 ,0.000000 ,0.496351 ,0.364186 ,0.364141 ,0.430105 ,0.364141 ,0.484791 ,0.430073 ,0.434454 ,0.437397 ,0.000000 ,0.215056 ,0.344364 ,0.430592 ,0.429815 ,0.426396 ,
0.427372 ,0.187453 ,0.213809 ,0.374906 ,0.396153 ,0.435185 ,0.309392 ,0.435185 ,0.491155 ,0.427403 ,0.348091 ,0.427373 ,0.374906 ,0.430548 ,0.491117 ,0.348579 ,0.434270 ,0.348577 ,0.436468 ,0.349248 ,0.348516 ,0.426458 ,0.213809 ,0.489202 ,0.309392 ,0.366170 ,0.374906 ,0.396122 ,0.491155 ,0.374906 ,0.427372 ,0.348579 ,0.427403 ,0.427617 ,0.374906 ,0.349553 ,0.437397 ,0.491155 ,0.427373 ,0.213809 ,1.394308 ,0.310249 ,0.334661 ,0.365911 ,0.434208 ,0.430547 ,0.366155 ,0.348577 ,0.427373 ,0.374906 ,
0.499928 ,0.437428 ,0.367115 ,0.374989 ,0.196231 ,0.492115 ,0.360258 ,0.427433 ,0.491126 ,0.426686 ,0.196231 ,0.391508 ,0.196231 ,0.023437 ,0.000005 ,0.427433 ,0.309440 ,0.196261 ,0.426580 ,0.488935 ,147816071538404990624333052911099576320.000000 ,0.309355 ,0.391508 ,0.491126 ,0.391546 ,0.001438 ,0.196231 ,0.429676 ,0.426580 ,0.437428 ,0.196261 ,0.196261 ,0.360258 ,0.309440 ,0.196231 ,0.488897 ,0.000000 ,0.000000 ,0.196231 ,0.488897 ,0.488407 ,0.374989 ,0.374937 ,0.360258 ,0.434392 ,0.374989 ,0.372869 ,0.000000 ,0.437428 ,0.434392 ,
1.460471 ,0.490118 ,0.365652 ,0.365058 ,0.397283 ,0.459783 ,0.360341 ,0.426093 ,0.329963 ,0.001915 ,0.459783 ,0.426093 ,0.000000 ,0.000007 ,0.459783 ,0.485258 ,0.363958 ,0.180109 ,0.365667 ,0.374989 ,0.426519 ,0.180117 ,0.469633 ,0.196231 ,0.213321 ,0.426580 ,0.000007 ,0.360341 ,0.426093 ,0.000007 ,0.485258 ,0.426336 ,0.363958 ,0.488958 ,0.000007 ,0.000000 ,0.199153 ,0.459783 ,0.360343 ,0.485341 ,0.180164 ,0.488958 ,0.182529 ,0.213321 ,0.000000 ,0.485113 ,0.374991 ,0.365667 ,0.000000 ,0.488958 ,
0.426333 ,0.213168 ,0.196231 ,0.151545 ,0.196231 ,0.150569 ,0.402318 ,0.000000 ,0.459783 ,0.488603 ,0.426137 ,0.150569 ,0.402332 ,0.406239 ,0.406239 ,0.374906 ,0.488622 ,0.397282 ,0.401844 ,0.392476 ,0.426137 ,0.426337 ,0.488637 ,0.359792 ,0.374906 ,0.459782 ,0.406239 ,0.136143 ,0.396878 ,0.426580 ,0.334378 ,0.374784 ,0.426337 ,0.362127 ,0.362127 ,0.303067 ,0.491184 ,0.150588 ,0.459297 ,0.197260 ,0.150588 ,0.426137 ,0.491033 ,0.303699 ,0.428290 ,0.374785 ,0.488640 ,0.459782 ,0.136143 ,0.459378 ,
0.244578 ,0.489156 ,0.401190 ,0.394467 ,0.331968 ,0.489157 ,0.489187 ,0.394879 ,0.398374 ,0.273290 ,0.402341 ,0.229930 ,0.394467 ,0.229930 ,0.394871 ,0.394467 ,0.030572 ,0.398374 ,0.460867 ,0.332029 ,0.307440 ,0.489156 ,0.001689 ,0.393552 ,0.394468 ,0.394467 ,0.200927 ,0.491109 ,0.460790 ,0.489157 ,0.401190 ,0.432501 ,0.398374 ,0.395814 ,0.331968 ,0.229922 ,0.460870 ,0.432440 ,0.401364 ,0.000786 ,0.402272 ,0.393377 ,0.489156 ,0.229930 ,0.331967 ,0.271368 ,0.395813 ,0.489156 ,0.394467 ,134217598183974304452739862629256790016.000000 ,
0.460870 ,0.393971 ,0.393972 ,0.396825 ,0.394455 ,0.001911 ,0.279195 ,0.396825 ,0.395813 ,0.001541 ,0.460022 ,0.395814 ,0.269467 ,0.460851 ,0.394467 ,0.395814 ,0.444131 ,0.394440 ,0.394440 ,0.394440 ,0.459897 ,0.000000 ,0.394467 ,0.279195 ,0.393618 ,0.332018 ,0.459897 ,0.394467 ,0.331943 ,0.396825 ,0.455852 ,0.456540 ,0.396420 ,0.331967 ,0.394467 ,0.393860 ,0.279294 ,0.393860 ,0.394440 ,0.459756 ,0.459756 ,0.279294 ,0.000000 ,0.395813 ,0.395813 ,0.460853 ,0.001831 ,0.460870 ,0.269528 ,0.393352 ,
0.198392 ,0.396887 ,0.391042 ,0.459401 ,0.444188 ,0.443654 ,0.459886 ,0.457982 ,0.198390 ,0.443944 ,0.459401 ,0.382787 ,0.455377 ,0.457982 ,0.459279 ,0.457982 ,0.198390 ,0.460912 ,0.459280 ,156840263196128917391048631584032817152.000000 ,0.392065 ,0.459264 ,0.459936 ,0.394506 ,0.454519 ,0.459264 ,0.198390 ,0.460256 ,0.460852 ,0.459276 ,0.459264 ,0.460378 ,0.476537 ,0.396407 ,0.459936 ,0.458776 ,0.459279 ,0.195545 ,0.444188 ,0.000007 ,0.460912 ,0.454565 ,0.460912 ,0.460912 ,0.440282 ,0.459279 ,0.454930 ,0.459279 ,0.454565 ,0.392995 ,
