-2.000000, 0.053608 
-1.995996, 0.053828 
-1.991992, 0.054051 
-1.987988, 0.054276 
-1.983984, 0.054503 
-1.979980, 0.054732 
-1.975976, 0.054961 
-1.971972, 0.055190 
-1.967968, 0.055417 
-1.963964, 0.055643 
-1.959960, 0.055867 
-1.955956, 0.056089 
-1.951952, 0.056311 
-1.947948, 0.056532 
-1.943944, 0.056754 
-1.939940, 0.056978 
-1.935936, 0.057204 
-1.931932, 0.057434 
-1.927928, 0.057668 
-1.923924, 0.057905 
-1.919920, 0.058145 
-1.915916, 0.058387 
-1.911912, 0.058630 
-1.907908, 0.058873 
-1.903904, 0.059115 
-1.899900, 0.059356 
-1.895896, 0.059595 
-1.891892, 0.059833 
-1.887888, 0.060069 
-1.883884, 0.060305 
-1.879880, 0.060542 
-1.875876, 0.060780 
-1.871872, 0.061020 
-1.867868, 0.061263 
-1.863864, 0.061509 
-1.859860, 0.061759 
-1.855856, 0.062010 
-1.851852, 0.062264 
-1.847848, 0.062519 
-1.843844, 0.062773 
-1.839840, 0.063028 
-1.835836, 0.063281 
-1.831832, 0.063533 
-1.827828, 0.063784 
-1.823824, 0.064036 
-1.819820, 0.064287 
-1.815816, 0.064540 
-1.811812, 0.064796 
-1.807808, 0.065054 
-1.803804, 0.065316 
-1.799800, 0.065581 
-1.795796, 0.065848 
-1.791792, 0.066119 
-1.787788, 0.066391 
-1.783784, 0.066664 
-1.779780, 0.066937 
-1.775776, 0.067209 
-1.771772, 0.067480 
-1.767768, 0.067751 
-1.763764, 0.068020 
-1.759760, 0.068290 
-1.755756, 0.068560 
-1.751752, 0.068832 
-1.747748, 0.069105 
-1.743744, 0.069382 
-1.739740, 0.069661 
-1.735736, 0.069943 
-1.731732, 0.070227 
-1.727728, 0.070513 
-1.723724, 0.070800 
-1.719720, 0.071087 
-1.715716, 0.071373 
-1.711712, 0.071658 
-1.707708, 0.071942 
-1.703704, 0.072225 
-1.699700, 0.072508 
-1.695696, 0.072791 
-1.691692, 0.073075 
-1.687688, 0.073362 
-1.683684, 0.073651 
-1.679680, 0.073944 
-1.675676, 0.074239 
-1.671672, 0.074538 
-1.667668, 0.074838 
-1.663664, 0.075139 
-1.659660, 0.075439 
-1.655656, 0.075738 
-1.651652, 0.076035 
-1.647648, 0.076330 
-1.643644, 0.076622 
-1.639640, 0.076911 
-1.635636, 0.077200 
-1.631632, 0.077487 
-1.627628, 0.077776 
-1.623624, 0.078066 
-1.619620, 0.078359 
-1.615616, 0.078656 
-1.611612, 0.078957 
-1.607608, 0.079263 
-1.603604, 0.079571 
-1.599600, 0.079883 
-1.595596, 0.080197 
-1.591592, 0.080512 
-1.587588, 0.080828 
-1.583584, 0.081144 
-1.579580, 0.081461 
-1.575576, 0.081779 
-1.571572, 0.082098 
-1.567568, 0.082419 
-1.563564, 0.082743 
-1.559560, 0.083070 
-1.555556, 0.083402 
-1.551552, 0.083737 
-1.547548, 0.084075 
-1.543544, 0.084417 
-1.539540, 0.084760 
-1.535536, 0.085105 
-1.531532, 0.085450 
-1.527528, 0.085794 
-1.523524, 0.086136 
-1.519520, 0.086478 
-1.515516, 0.086818 
-1.511512, 0.087158 
-1.507508, 0.087499 
-1.503504, 0.087841 
-1.499499, 0.088186 
-1.495495, 0.088535 
-1.491491, 0.088888 
-1.487487, 0.089245 
-1.483483, 0.089606 
-1.479479, 0.089971 
-1.475475, 0.090338 
-1.471471, 0.090706 
-1.467467, 0.091074 
-1.463463, 0.091442 
-1.459459, 0.091809 
-1.455455, 0.092175 
-1.451451, 0.092541 
-1.447447, 0.092907 
-1.443443, 0.093275 
-1.439439, 0.093645 
-1.435435, 0.094019 
-1.431431, 0.094397 
-1.427427, 0.094781 
-1.423423, 0.095169 
-1.419419, 0.095562 
-1.415415, 0.095959 
-1.411411, 0.096358 
-1.407407, 0.096759 
-1.403403, 0.097161 
-1.399399, 0.097562 
-1.395395, 0.097963 
-1.391391, 0.098363 
-1.387387, 0.098762 
-1.383383, 0.099162 
-1.379379, 0.099564 
-1.375375, 0.099968 
-1.371371, 0.100377 
-1.367367, 0.100789 
-1.363363, 0.101206 
-1.359359, 0.101627 
-1.355355, 0.102052 
-1.351351, 0.102480 
-1.347347, 0.102909 
-1.343343, 0.103339 
-1.339339, 0.103769 
-1.335335, 0.104197 
-1.331331, 0.104624 
-1.327327, 0.105050 
-1.323323, 0.105476 
-1.319319, 0.105902 
-1.315315, 0.106330 
-1.311311, 0.106761 
-1.307307, 0.107195 
-1.303303, 0.107634 
-1.299299, 0.108078 
-1.295295, 0.108526 
-1.291291, 0.108978 
-1.287287, 0.109432 
-1.283283, 0.109887 
-1.279279, 0.110342 
-1.275275, 0.110796 
-1.271271, 0.111248 
